rank,symbol,date,close,MA12,MA36,MA50,MA150,MA200,EMA10,52w_low,52w_high,cond1_price_above_150_200,cond2_ma150_above_ma200,cond3_ma200_trending_up_1m,cond4_ma50_above_150_200,cond5_price_above_ma50,cond6_30pct_above_52w_low,cond7_within_25pct_52w_high,cond9_price_above_ema10,fresh_ma12_cross_today,12m_return_pct,volume_signal,relative_volume,bull_snort,inside_bar,is_52w_high,is_52w_low,data_source,industry_group,industry,rs_percentile,cond8_rs_at_least_70,all_conditions_met,total_market_cap_cr,traded_value_cr,traded_volume,traded_val_pct_mc,rs_score,vcp_score,volume_score,entry_score,group_score,entry_status,market_state,market_multiplier,minervini_score,grade
208,KRN.NS,2026-07-07,1236.0,1218.3999938964844,1179.4138895670574,1195.387998046875,956.9836649576823,924.9357495117188,1224.7105252146482,589.7999877929688,1405.0,True,True,True,True,True,True,True,True,False,48.978480519291345,noise,31.47201181611686,False,False,False,False,,Industrial Products,Other Industrial Products,90.57239057239057,True,True,8090.67,71.54,578788.0,0.8842,48.0,50.0,53.8,0.0,34.090909090909086,extended,unknown,1.0,40.4,C
209,YASHO.NS,2026-07-07,2861.0,2903.058308919271,2554.7111002604165,2281.8239892578126,1714.7853271484375,1696.9154949951171,2894.3037404721545,1130.0,3180.300048828125,True,True,True,True,True,True,True,False,False,35.57878476239003,noise,86.19566520227839,False,False,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,86.2914862914863,True,True,3454.8,9.77,34147.0,0.2828,38.0,50.0,64.2,0.0,36.36363636363637,extended,unknown,1.0,40.3,C
210,MBAPL.NS,2026-07-07,112.8499984741211,115.67916615804036,111.54097175598145,110.82430267333984,96.71088857014973,93.28835372924804,116.6046304181142,74.56403046577304,126.94999694824219,True,True,True,True,True,True,True,False,False,32.5212416011055,red,219.12047453041222,False,False,False,False,,Fertilizers & Agrochemicals,Fertilizers,84.8003848003848,True,True,4944.35,12.27,1087500.0,0.2482,34.5,50.0,38.1,50.0,27.27272727272727,watch — approaching pivot,unknown,1.0,40.3,C
211,PASUPTAC.NS,2026-07-07,61.709999084472656,63.74833329518636,64.45722177293565,61.12579963684082,53.32386644999186,52.18994976043701,63.44902704690348,40.099998474121094,78.94999694824219,True,True,True,True,True,True,True,False,False,8.77842337814343,noise,27.50980007042957,False,False,False,False,,Chemicals & Petrochemicals,Petrochemicals,70.70707070707071,True,True,550.04,2.34,378615.0,0.4248,1.6,50.0,71.2,50.0,36.36363636363637,watch — approaching pivot,unknown,1.0,40.1,C
212,APOLLOHOSP.NS,2026-07-07,8837.0,8665.375,8437.097222222223,8285.05,7652.354007161458,7647.20251953125,8718.325555919855,6687.621668232306,8950.0,True,True,True,True,True,True,True,True,False,17.11907227169187,noise,49.046659141848394,False,False,False,False,,Healthcare Services,Hospital,76.47907647907648,True,True,127062.5,342.44,387503.0,0.2695,15.1,50.0,43.2,60.6,40.909090909090914,actionable,unknown,1.0,40.1,C
213,ICIL.NS,2026-07-07,427.45001220703125,424.6749979654948,362.481945461697,341.6166009521484,292.24520090738935,290.70319969177245,422.8702200626073,216.89999389648438,463.79998779296875,True,True,True,True,True,True,True,True,False,48.51688101743213,noise,22.45501783203152,False,False,False,False,,Textiles & Apparels,Other Textile Products,90.33189033189034,True,True,8465.83,39.83,931698.0,0.4704,47.4,50.0,56.2,0.0,29.545454545454547,extended,unknown,1.0,40.0,C
214,MUTHOOTMF.NS,2026-07-07,213.41000366210938,212.36250178019205,194.323610941569,194.21120025634767,181.07000020345052,178.09814994812012,213.00511918921129,139.88999938964844,230.89999389648438,True,True,True,True,True,True,True,True,False,48.96692157273961,noise,34.42107590248345,False,False,False,False,,Finance,Microfinance Institutions,90.52429052429054,True,True,3580.31,16.37,767251.0,0.4573,47.9,50.0,38.2,0.0,52.27272727272727,extended,unknown,1.0,40.0,C
215,STEELCAS.NS,2026-07-07,312.3500061035156,304.78333791097003,292.10694376627606,290.9251995849609,248.17022064208984,240.87519737243653,306.2876521166031,175.6788221569667,344.0,True,True,True,True,True,True,True,True,False,35.90694826635761,noise,44.76875742838302,False,False,False,False,,Industrial Products,Castings & Forgings,86.43578643578643,True,True,3160.98,6.36,203569.0,0.2012,38.4,50.0,37.6,33.3,34.090909090909086,actionable,unknown,1.0,39.7,D
216,SANGAMIND.NS,2026-07-07,552.1500244140625,544.2666625976562,527.068837483724,522.7559600830078,475.23748982747395,464.86923873901367,545.5611325577362,338.5928651443625,574.9000244140625,True,True,True,True,True,True,True,True,False,18.871460222313075,noise,56.96671359825163,False,False,False,False,,Textiles & Apparels,Other Textile Products,77.48917748917748,True,True,2722.65,3.18,57680.0,0.117,17.5,50.0,56.2,47.6,29.545454545454547,actionable,unknown,1.0,39.7,D
217,COMSYN.NS,2026-07-07,191.86000061035156,172.99583307902017,163.22305509779187,160.44039947509765,157.04419962565103,155.5423156738281,178.92564948737814,122.98251158027337,213.0,True,True,True,True,True,True,True,True,False,42.22204250236401,noise,76.00860977250562,False,False,False,False,,Industrial Products,Packaging,88.45598845598846,True,True,773.95,4.91,255975.0,0.6346,43.1,50.0,56.2,0.0,34.090909090909086,extended,unknown,1.0,39.6,D
218,MANAKSTEEL.NS,2026-07-07,82.58999633789062,75.09583409627278,70.0633339352078,68.80180030822754,63.721133371988934,62.78190008163452,76.24481213653867,45.11000061035156,87.12999725341797,True,True,True,True,True,True,True,True,False,24.588920194969056,ppv,236.1465424942151,False,False,False,False,,Ferrous Metals,Iron & Steel,80.8080808080808,True,True,541.25,0.68,82529.0,0.1259,25.2,50.0,88.8,0.0,20.454545454545457,extended,unknown,1.0,39.6,D
219,RUBYMILLS.NS,2026-07-07,342.75,333.3375015258789,306.60666783650714,286.3816000366211,235.93166646321615,233.56934989929198,334.37506009912386,169.02000427246094,361.8999938964844,True,True,True,True,True,True,True,True,False,40.7415148942825,dry,12.258455607199176,False,False,False,False,,Textiles & Apparels,Other Textile Products,88.07118807118806,True,True,1146.16,2.47,72194.0,0.2159,42.2,50.0,59.4,0.0,29.545454545454547,extended,unknown,1.0,39.4,D
220,MENONBE.NS,2026-07-07,170.14999389648438,165.11333211263022,158.3797204759386,151.65419845581056,127.93059967041016,126.21959980010986,164.97566652349875,101.5,183.0,True,True,True,True,True,True,True,True,False,37.877163150119664,dry,18.213497183842943,False,False,False,False,,Auto Components,Auto Components & Equipments,87.15728715728716,True,True,953.52,3.92,230356.0,0.4111,40.0,50.0,34.6,0.0,65.9090909090909,extended,unknown,1.0,39.3,D
221,INOXINDIA.NS,2026-07-07,1806.4000244140625,1911.0416768391926,1716.6058756510417,1646.2727880859375,1340.3589436848958,1303.785711669922,1874.4363178353651,1063.7207176384813,2099.0,True,True,True,True,True,True,True,False,False,42.755730066595746,red,113.27608671274834,False,False,False,False,,Industrial Products,Other Industrial Products,88.64838864838865,True,True,16395.52,73.63,407615.0,0.4491,43.5,50.0,53.8,0.0,34.090909090909086,extended,unknown,1.0,39.2,D
222,VTL.NS,2026-07-07,645.0499877929688,646.2250010172526,627.3152804904514,622.0660034179688,533.8526668294271,507.2207501220703,648.551919752026,379.293213735748,688.0,True,True,True,True,True,True,True,False,False,30.796652367749445,noise,53.8327960244614,False,False,False,False,,Textiles & Apparels,Other Textile Products,83.7902837902838,True,True,18660.12,34.08,528398.0,0.1827,32.2,50.0,30.2,54.6,29.545454545454547,actionable,unknown,1.0,39.2,D
223,CONSOFINVT.NS,2026-07-07,228.57000732421875,226.2950007120768,229.30611250135632,228.3246011352539,207.54973398844402,201.15500038146973,227.829620655824,152.0,254.0,True,True,True,True,True,True,True,True,False,11.088068853469535,noise,73.00892612321938,False,False,False,False,,Finance,Non Banking Financial Company (NBFC),72.1019721019721,True,True,738.88,0.15,6607.0,0.0204,4.9,50.0,44.7,50.0,52.27272727272727,watch — approaching pivot,unknown,1.0,38.0,D
224,TRIVENI.NS,2026-07-07,459.1000061035156,434.42916107177734,398.3124991522895,398.1389984130859,381.3370790608724,374.39278244018556,442.1012516852017,316.27607066481727,474.54998779296875,True,True,True,True,True,True,True,True,False,23.519313628918436,noise,80.10870548018396,False,False,False,False,,Agricultural Food & other Products,Sugar,80.08658008658008,True,True,10116.87,22.51,490289.0,0.2225,33.5,50.0,56.2,0.0,38.63636363636363,extended,unknown,1.0,37.9,D
225,STEL.NS,2026-07-07,543.8499755859375,584.1999918619791,532.3805508083767,514.1289959716797,491.9686645507812,478.93974853515624,571.4985427405726,380.0,657.2999877929688,True,True,True,True,True,True,True,False,False,31.746606508790443,noise,37.94581623824697,False,False,False,False,,Finance,Investment Company,84.46368446368446,True,True,1003.7,0.66,12099.0,0.0656,33.7,50.0,45.3,0.0,52.27272727272727,extended,unknown,1.0,37.8,D
226,NITINSPIN.NS,2026-07-07,541.4500122070312,556.7916768391927,534.216667175293,521.5580010986328,407.296000773112,388.05300033569335,555.0940429864306,302.20001220703125,580.5,True,True,True,True,True,True,True,False,False,39.62356120848729,noise,42.09207441912675,False,False,False,False,,Textiles & Apparels,Other Textile Products,87.83068783068782,True,True,3044.03,10.55,194932.0,0.3467,41.6,50.0,32.2,26.1,29.545454545454547,actionable,unknown,1.0,37.7,D
227,IPCALAB.NS,2026-07-07,1793.0999755859375,1683.2083435058594,1618.6527743869358,1600.1980004882812,1519.5093343098958,1475.5390020751954,1713.5140465963636,1251.5999755859375,1812.5,True,True,True,True,True,True,True,True,False,30.57874829943583,noise,49.60739863092746,False,True,True,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,83.6940836940837,True,True,45491.7,46.69,260375.0,0.1026,42.0,50.0,30.2,0.0,56.81818181818182,extended,unknown,1.0,37.6,D
228,ANGELONE.NS,2026-07-07,335.79998779296875,340.66666412353516,339.3750008477105,331.29040161132815,279.32856587727866,270.3726944732666,341.4273669498427,206.75854823075167,360.45001220703125,True,True,True,True,True,True,True,False,False,15.646622992749371,red,109.80784131337795,False,False,False,False,,Capital Markets,Stockbroking & Allied,75.51707551707551,True,True,30675.97,311.88,9287619.0,1.0167,12.9,45.0,43.2,50.0,45.45454545454545,watch — approaching pivot,unknown,1.0,37.4,D
229,MANINDS.NS,2026-07-07,562.5,581.7375030517578,554.724995083279,549.4049981689453,453.4743322753906,443.1467497253418,576.3329363824807,302.04998779296875,623.7000122070312,True,True,True,True,True,True,True,False,False,27.98634812286689,dry,17.04480148164675,False,False,False,False,,Industrial Products,Iron & Steel Products,82.53968253968253,True,True,4219.29,49.12,873245.0,1.1642,29.3,50.0,24.4,50.0,34.090909090909086,watch — approaching pivot,unknown,1.0,37.3,D
230,TALBROAUTO.NS,2026-07-07,401.95001220703125,404.5249989827474,368.4763887193468,356.90339904785156,296.0657987467448,294.6324096679688,405.58471732960663,219.89999389648438,435.0,True,True,True,True,True,True,True,False,False,33.525335612840834,noise,47.70849199399098,False,False,False,False,,Auto Components,Auto Components & Equipments,85.61808561808562,True,True,2481.16,14.46,359798.0,0.5829,36.4,50.0,28.9,0.0,65.9090909090909,extended,unknown,1.0,37.3,D
231,GRINDWELL.NS,2026-07-07,2033.5999755859375,2138.766672770182,2009.2500101725261,1922.9740087890625,1681.9960034179687,1666.783003540039,2107.610233671172,1329.0,2294.39990234375,True,True,True,True,True,True,True,False,False,18.301168549960135,noise,31.2210745926568,False,False,False,False,,Industrial Products,Abrasives & Bearings,77.2005772005772,True,True,22516.02,19.37,95233.0,0.086,16.8,50.0,26.9,67.0,34.090909090909086,actionable,unknown,1.0,37.2,D
232,IKS.NS,2026-07-07,1890.5,1763.4749959309895,1691.6499938964844,1682.4699951171874,1595.592001139323,1588.8354986572265,1798.4868837100196,1262.0,1901.0,True,True,True,True,True,True,True,True,False,15.83946078431373,ppv,139.85117292738693,False,True,True,False,,IT - Services,IT Enabled Services,75.7094757094757,True,True,31712.85,57.5,304171.0,0.1813,23.3,50.0,88.8,0.0,6.8181818181818175,extended,unknown,1.0,37.1,D
233,GANDHAR.NS,2026-07-07,192.64999389648438,182.32666524251303,168.23194291856555,161.8203988647461,148.06653788248698,145.50650619506837,183.69087852325737,115.0,195.8000030517578,True,True,True,True,True,True,True,True,False,13.382857563655737,ppv,122.6621315714467,False,False,True,False,,Petroleum Products,Lubricants,73.73737373737373,True,True,1885.65,18.18,943793.0,0.9642,18.7,50.0,88.8,0.0,13.636363636363635,extended,unknown,1.0,37.0,D
234,CNL.NS,2026-07-07,780.5999755859375,747.316660563151,693.9499986436632,677.4889990234375,670.8609989420573,668.4231066894531,752.8004131333745,525.0,799.0,True,True,True,True,True,True,True,True,False,15.705624863842216,noise,45.6318458461227,False,True,False,False,,Commercial Services & Supplies,Trading & Distributors,75.6132756132756,True,True,1172.2,1.85,23735.0,0.1581,23.1,50.0,32.5,50.0,31.818181818181817,actionable,unknown,1.0,37.0,D
235,BAHETI.NS,2026-07-06,723.0,723.3333333333334,646.6333380805122,635.2410021972656,596.3909997558594,588.239250793457,716.5115075684863,478.0,755.0,True,True,True,True,True,True,True,True,False,22.438611346316684,noise,95.3838907206783,False,False,False,False,,Industrial Products,"Aluminium, Copper & Zinc Products",79.55747955747955,True,True,294.47,0.86,30316.0,0.2924,32.3,50.0,56.2,0.0,34.090909090909086,extended,unknown,1.0,36.9,D
236,MEGASTAR.NS,2026-07-07,372.0,358.6750005086263,323.21249813503687,316.67999877929685,267.50713287353517,260.99654975891116,360.4632981095507,203.0,377.0,True,True,True,True,True,True,True,True,False,30.434777025871675,noise,78.28814975964488,False,False,False,False,,Food Products,Other Food Products,83.54978354978356,True,True,420.13,1.92,51535.0,0.4563,41.6,50.0,34.2,0.0,43.18181818181818,extended,unknown,1.0,36.2,D
237,SIS.NS,2026-07-07,427.95001220703125,429.1750005086263,417.2041651407878,407.65300048828124,345.2153507486979,341.5163812255859,426.71290187030536,257.04998779296875,480.95001220703125,True,True,True,True,True,True,True,True,False,19.096113754895192,noise,23.942567311894575,False,False,False,False,,Other Consumer Services,Other Consumer Services,77.58537758537759,True,True,6046.97,13.37,312404.0,0.2211,17.7,50.0,53.8,47.0,9.090909090909092,actionable,unknown,1.0,36.1,D
238,PGIL.NS,2026-07-07,1970.699951171875,2011.2166748046875,1770.2286512586807,1708.13470703125,1603.773700358073,1554.032225341797,1984.293726183757,1167.6433047093678,2115.699951171875,True,True,True,True,True,True,True,False,False,30.349295334320956,noise,28.0718777063622,False,False,False,False,,Textiles & Apparels,Garments & Apparels,83.45358345358346,True,True,9101.5,26.07,132280.0,0.2864,31.4,50.0,56.2,0.0,29.545454545454547,extended,unknown,1.0,36.0,D
239,ANTELOPUS.NS,2026-07-07,796.0,805.5583343505859,801.7027740478516,775.768994140625,600.7516642252605,582.7884991455078,803.9245018218284,357.0,933.6500244140625,True,True,True,True,True,True,True,False,False,13.901413437499066,noise,29.81988719932892,False,False,False,False,,Oil,Oil Exploration & Production,74.26647426647428,True,True,2798.92,13.92,174926.0,0.4975,10.0,50.0,32.5,90.9,4.545454545454546,actionable,unknown,1.0,35.8,D
240,NUVAMA.NS,2026-07-07,1917.0999755859375,1795.808329264323,1643.7527703179253,1585.0421899414061,1412.1194449869793,1404.1388842773438,1819.260230226471,1086.5091731363827,1955.0,True,True,True,True,True,True,True,True,False,19.487866850646142,noise,76.67455111447545,False,False,True,False,,Capital Markets,Stockbroking & Allied,77.92207792207793,True,True,34992.6,108.14,564063.0,0.309,18.5,50.0,58.8,0.0,45.45454545454545,extended,unknown,1.0,35.7,D
241,BALAMINES.NS,2026-07-07,2067.800048828125,2067.5684407552085,2009.9378017849392,1856.881328125,1359.4870096842449,1355.7768240356445,2094.3728220918206,963.3273935013657,2276.7204260013577,True,True,True,True,True,True,True,False,False,15.22214354560376,noise,21.92623156620124,False,False,False,False,,Chemicals & Petrochemicals,Specialty Chemicals,74.987974987975,True,True,6699.88,82.03,396686.0,1.2243,11.6,50.0,51.1,29.4,36.36363636363637,actionable,unknown,1.0,35.5,D
242,RSWM.NS,2026-07-07,195.97999572753906,194.5999984741211,189.12388865152994,182.1772003173828,158.28160008748372,156.8268503189087,195.04730592740347,120.0,224.0,True,True,True,True,True,True,True,True,False,10.237370386550836,dry,14.019247712158245,False,False,False,False,,Textiles & Apparels,Other Textile Products,71.62097162097162,True,True,923.1,3.37,171887.0,0.3649,3.8,50.0,66.8,26.4,29.545454545454547,actionable,unknown,1.0,35.2,D
243,CARBORUNIV.NS,2026-07-07,1106.0999755859375,1161.5583394368489,1094.0111117892795,1071.1240002441407,913.5452209472656,912.0224624633789,1143.567205307054,735.2000122070312,1306.9000244140625,True,True,True,True,True,True,True,False,False,11.182461012484879,noise,27.537236416386516,False,False,False,False,,Industrial Products,Abrasives & Bearings,72.15007215007215,True,True,21070.49,35.68,322579.0,0.1693,5.0,50.0,30.7,67.4,34.090909090909086,actionable,unknown,1.0,35.1,D
244,PHOENIXLTD.NS,2026-07-07,2075.10009765625,1963.691670735677,1840.088890923394,1822.866005859375,1760.7213346354167,1736.5785021972656,1997.2311418354623,1400.2525431951217,2134.699951171875,True,True,True,True,True,True,True,True,False,34.4131580389359,red,443.69743348510326,False,False,False,False,,Realty,"Residential, Commercial Projects",85.95478595478595,True,True,74213.98,112.07,540080.0,0.151,47.2,50.0,48.8,0.0,2.272727272727273,extended,unknown,1.0,34.4,D
245,MAWANASUG.NS,2026-07-07,110.62000274658203,105.97969881693523,101.26265377468533,102.78706527709961,89.042946879069,87.80035312652588,105.90042936385692,72.43959449258234,119.39797150314166,True,True,True,True,True,True,True,True,False,13.832484121438604,red,132.33795923706083,False,False,False,False,,Agricultural Food & other Products,Sugar,74.21837421837422,True,True,432.71,1.56,141059.0,0.3606,9.8,50.0,51.2,22.3,38.63636363636363,actionable,unknown,1.0,34.3,D
246,MANGLMCEM.NS,2026-07-07,925.7000122070312,914.3500010172526,864.9166666666666,876.4449963378906,829.5333321126302,808.7649990844726,914.4455752333632,679.3499755859375,967.9500122070312,True,True,True,True,True,True,True,True,False,23.966793469691883,noise,47.88692636502944,False,False,False,False,,Cement & Cement Products,Cement & Cement Products,80.42328042328042,True,True,2545.42,7.57,81748.0,0.2973,34.3,50.0,39.7,14.6,18.181818181818183,actionable,unknown,1.0,33.9,D
247,WELSPUNLIV.NS,2026-07-07,170.42999267578125,165.9908307393392,151.01138729519315,146.0287991333008,133.89180028279623,132.3077000427246,165.8130200906066,107.0999984741211,173.39999389648438,True,True,True,True,True,True,True,True,False,20.343170845864034,noise,50.13461750783444,False,True,False,False,,Textiles & Apparels,Other Textile Products,78.45117845117845,True,True,16045.05,44.8,2628709.0,0.2792,29.7,50.0,46.9,0.0,29.545454545454547,extended,unknown,1.0,33.7,D
248,AEROENTER.NS,2026-07-07,121.5199966430664,136.70250129699707,114.76027785407172,110.57039993286133,90.42786651611328,89.31599979400634,131.54145192196302,62.20000076293945,149.5500030517578,True,True,True,True,True,True,True,False,False,21.771656083678792,red,144.74405419396325,False,False,False,False,,Industrial Products,Iron & Steel Products,79.07647907647907,True,True,1375.17,12.44,1023656.0,0.9046,21.2,50.0,52.5,0.0,34.090909090909086,extended,unknown,1.0,33.4,D
249,INGERRAND.NS,2026-07-07,4350.5,4499.4333089192705,4314.90276421441,4334.55998046875,3863.0313330078125,3858.235407714844,4438.145164275789,3063.300048828125,4756.2001953125,True,True,True,True,True,True,True,False,False,12.355496281571199,noise,62.15837900539237,False,False,False,False,,Industrial Products,"Compressors, Pumps & Diesel Engines",72.91967291967292,True,True,13733.66,11.0,25273.0,0.0801,6.8,50.0,31.0,50.0,34.090909090909086,watch — approaching pivot,unknown,1.0,33.0,D
250,PREMIERPOL.NS,2026-07-07,62.709999084472656,65.03499984741211,59.21777778201633,57.89379997253418,53.13246673583984,50.860300045013425,64.70460988267511,38.0,71.0,True,True,True,True,True,True,True,False,False,22.127806260228986,noise,95.03155136341152,False,False,False,False,,Industrial Products,Plastic Products - Industrial,79.31697931697931,True,True,656.84,0.64,102404.0,0.0978,21.7,50.0,33.8,20.7,34.090909090909086,actionable,unknown,1.0,32.9,D
251,ZIMLAB.NS,2026-07-07,120.69999694824219,123.51166725158691,112.28777843051486,107.90300079345702,83.65833368937174,80.84265014648437,121.51901095806431,59.310001373291016,133.89999389648438,True,True,True,True,True,True,True,False,False,8.748535247645318,noise,38.893528147844584,False,False,False,False,,Pharmaceuticals & Biotechnology,Pharmaceuticals,70.65897065897066,True,True,646.34,1.09,90521.0,0.169,1.5,50.0,53.8,0.0,56.81818181818182,extended,unknown,1.0,32.2,D
252,RATNAVEER.NS,2026-07-07,177.97999572753906,180.0666643778483,175.02611033121744,175.0243991088867,158.30159942626952,156.86929977416992,178.3752672093919,130.5,197.0,True,True,True,True,True,True,True,False,False,12.938638151834203,dry,18.944644156332064,False,True,False,False,,Industrial Products,Iron & Steel Products,73.35257335257336,True,True,1271.25,42.07,2363511.0,3.309,7.8,50.0,24.5,50.0,34.090909090909086,watch — approaching pivot,unknown,1.0,32.0,D
253,SOTL.NS,2026-07-07,558.9000244140625,542.2708435058594,515.9986106024849,484.4749993896484,399.74133341471355,398.25775009155274,544.8306449363448,285.79998779296875,639.1500244140625,True,True,True,True,True,True,True,True,False,27.013835284587696,noise,40.8772831542051,False,True,False,False,,Petroleum Products,Lubricants,82.05868205868207,True,True,3831.84,26.96,482408.0,0.7036,28.1,50.0,51.2,0.0,13.636363636363635,extended,unknown,1.0,31.8,D
254,TEXINFRA.NS,2026-07-07,115.18000030517578,110.94833437601726,102.86388948228624,102.01520065307618,99.04493367513021,98.57960014343261,111.32138666176657,82.5,118.0,True,True,True,True,True,True,True,True,False,11.92836316903838,red,140.97384885723892,False,False,False,False,,Commercial Services & Supplies,Diversified Commercial Services,72.63107263107264,True,True,1467.7,1.58,137140.0,0.1076,16.1,50.0,52.5,0.0,31.818181818181817,extended,unknown,1.0,31.8,D
255,PIXTRANS.NS,2026-07-07,1745.5,1761.7249959309895,1646.0027770996094,1613.1519970703125,1489.7319962565105,1480.0039978027344,1769.8944836775036,1220.0999755859375,1930.0,True,True,True,True,True,True,True,False,False,10.130831009663455,noise,22.007938028509212,False,False,False,False,,Industrial Products,Rubber,71.57287157287158,True,True,2378.28,15.01,85988.0,0.6311,3.7,50.0,42.5,31.0,34.090909090909086,actionable,unknown,1.0,31.7,D
256,ASHIANA.NS,2026-07-07,379.29998779296875,385.8249969482422,374.49444495307074,368.79500061035156,326.18528727213544,317.8853904724121,384.2998086509996,268.63644581896057,406.0,True,True,True,True,True,True,True,False,False,12.702585605765071,noise,44.935215270703,False,False,False,False,,Realty,"Residential, Commercial Projects",73.25637325637325,True,True,3812.91,4.64,122343.0,0.1217,7.6,50.0,34.1,50.0,2.272727272727273,watch — approaching pivot,unknown,1.0,29.1,D
257,ADFFOODS.NS,2026-07-07,310.3999938964844,308.7999979654948,290.1597205268012,283.5489990234375,228.6536659749349,225.34006286621093,308.982573185079,153.10000610351562,346.95001220703125,True,True,True,True,True,True,True,True,False,17.134622646539665,noise,48.98736486458456,False,False,False,False,,Food Products,Packaged Foods,76.57527657527658,True,True,3410.17,19.52,628781.0,0.5723,15.3,50.0,27.0,5.2,43.18181818181818,actionable,unknown,1.0,29.0,D
258,PROPEQUITY.NS,2026-07-06,240.89999389648438,233.49999872843424,233.30555470784506,227.17099945068358,200.11499938964843,196.80849960327149,234.02731892554056,145.0,268.0,True,True,True,True,True,True,True,True,False,12.046508789062504,dry,11.990407673860911,False,False,False,False,,Realty,Real Estate related services,72.77537277537277,True,True,307.07,0.14,4753.0,0.0453,6.5,50.0,34.5,50.0,2.272727272727273,watch — approaching pivot,unknown,1.0,28.9,D
259,PANAMAPET.NS,2026-07-07,433.20001220703125,432.43749745686847,379.96666547987195,354.92419982910155,306.1231998697917,300.6399000549316,425.6971735815499,229.0,512.0499877929688,True,True,True,True,True,True,True,True,False,23.835310555354127,noise,27.745841180761268,False,False,False,False,,Petroleum Products,Lubricants,80.27898027898028,True,True,2620.58,28.86,666180.0,1.1012,24.0,50.0,39.6,0.0,13.636363636363635,extended,unknown,1.0,28.5,D
260,MAHLOG.NS,2026-07-07,392.0,379.7124964396159,358.5888883802626,366.9629998779297,360.8206677246094,357.13575073242185,381.8523035973908,275.04998779296875,450.0,True,True,True,True,True,True,True,True,False,13.585269580131598,noise,70.23920523462576,False,False,False,False,,Transport Services,Logistics Solution Provider,74.02597402597402,True,True,3889.52,9.12,232562.0,0.2344,9.4,50.0,37.6,1.7,25.0,actionable,unknown,1.0,26.4,D
261,KSB.NS,2026-07-07,926.5,943.004160563151,862.2791629367405,870.368828125,804.2887630208334,800.0996484375,932.5223462892595,663.373535570316,1023.2461180887996,True,True,True,True,True,True,True,False,False,13.407564336395716,noise,35.9377393155336,False,False,False,False,,Industrial Products,"Compressors, Pumps & Diesel Engines",73.78547378547378,True,True,16124.73,23.85,257390.0,0.1479,8.8,50.0,33.0,0.0,34.090909090909086,extended,unknown,1.0,26.4,D
262,GRETEX.NS,2026-07-06,285.0,272.87083435058594,258.34861246744794,265.22700073242186,242.5140003458659,230.68550018310546,276.8506836197727,180.5,301.0,True,True,True,True,True,True,True,True,False,22.317596566523612,dry,0.0,False,False,False,False,,Entertainment,Media & Entertainment,79.50937950937951,True,True,194.07,0.06,4605.0,0.0311,22.2,50.0,25.2,0.0,11.363636363636363,extended,unknown,1.0,24.8,D
263,AURUM.NS,2026-07-07,223.19000244140625,220.55500030517578,196.77222230699329,191.50920043945314,181.97119974772136,178.7625998687744,221.82113601247926,151.89999389648438,237.0,True,True,True,True,True,True,True,True,False,13.582698443463737,noise,46.42454069725451,False,False,False,False,,IT - Services,IT Enabled Services,73.97787397787397,True,True,1701.72,3.39,151773.0,0.1991,9.3,50.0,33.9,0.0,6.8181818181818175,extended,unknown,1.0,22.6,D
